manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_type,engine_capacity,body_type,price_usd,up_counter
Subaru,Tribeca,automatic,blue,35000,2006,gasoline,gasoline,3.0,suv,6600.0,5
Subaru,Outback,automatic,blue,170000,2010,gasoline,gasoline,2.5,universal,11550.0,3
Subaru,Forester,mechanical,black,364000,2008,gasoline,gasoline,2.0,universal,9050.0,77
Subaru,XV,automatic,grey,25480,2014,gasoline,gasoline,1.6,hatchback,19499.0,77
Subaru,Legacy,mechanical,black,144841,2009,gasoline,gasoline,2.5,sedan,10500.0,13
Subaru,Legacy,automatic,silver,280000,2004,gasoline,gasoline,2.5,universal,2800.0,2
Subaru,Outback,automatic,grey,187000,2010,gasoline,gasoline,2.5,universal,11650.0,18
Subaru,Forester,automatic,other,45250,2016,gasoline,gasoline,2.5,suv,28950.0,1
Subaru,Forester,automatic,other,80467,2016,gasoline,gasoline,2.5,suv,27950.0,1
Subaru,Tribeca,automatic,grey,145000,2007,gasoline,gasoline,3.6,suv,10750.0,6
Subaru,Legacy,automatic,violet,333134,1998,gasoline,gasoline,2.5,sedan,1800.0,4
Subaru,Outback,automatic,white,175000,2011,gasoline,gasoline,2.5,universal,12200.0,11
Subaru,Forester,mechanical,black,170000,1999,gasoline,gasoline,2.0,suv,7000.0,39
Subaru,Impreza,automatic,blue,180000,2007,gasoline,gasoline,2.0,hatchback,6650.0,54
Subaru,Outback,mechanical,other,292901,2004,gasoline,gasoline,2.5,universal,7100.0,14
Subaru,Outback,automatic,silver,380000,2005,gasoline,gasoline,2.5,universal,7000.0,103
Subaru,Outback,automatic,other,328000,2000,gasoline,gasoline,2.5,universal,4000.0,8
Subaru,Legacy,mechanical,silver,235000,2007,gasoline,gasoline,2.0,sedan,7100.0,2
Subaru,Legacy,mechanical,green,26500,1994,gasoline,gasoline,1.8,universal,1896.99,30
Subaru,Legacy,mechanical,blue,273588,2000,gasoline,gasoline,2.5,universal,2950.0,1
Subaru,Forester,mechanical,silver,221100,2006,gasoline,gasoline,2.5,sedan,5500.0,2
Subaru,Outback,automatic,black,198242,2005,gasoline,gasoline,2.5,universal,6800.0,25
Subaru,Outback,mechanical,blue,263105,2005,gasoline,gasoline,2.5,universal,7000.0,25
Subaru,Forester,automatic,silver,109000,2014,gasoline,gasoline,2.5,universal,17000.0,5
Subaru,Outback,mechanical,black,350000,2005,gasoline,gasoline,2.5,universal,6200.0,1
Subaru,Legacy,automatic,green,200000,1998,gas,gasoline,1.8,universal,1950.0,3
Subaru,Forester,automatic,black,193121,2010,gasoline,gasoline,2.5,suv,10499.0,92
Subaru,Forester,automatic,other,241402,2001,gasoline,gasoline,2.5,universal,4000.0,12
Subaru,Legacy,mechanical,green,250000,1997,gasoline,gasoline,2.0,universal,2300.0,1
Subaru,Legacy,automatic,blue,321869,1998,gasoline,gasoline,2.2,sedan,2500.0,8
Subaru,Legacy,mechanical,silver,239065,2005,gas,gasoline,2.5,universal,6900.0,27
Subaru,Legacy,automatic,white,185000,2010,gasoline,gasoline,2.5,sedan,11990.0,48
Subaru,Outback,automatic,blue,350000,2002,gasoline,gasoline,2.5,universal,4000.0,1
Subaru,Forester,automatic,black,198000,2008,gasoline,gasoline,2.5,suv,10150.0,2
Subaru,Legacy,automatic,black,205000,2006,gasoline,gasoline,2.0,sedan,6200.0,16
Subaru,Tribeca,automatic,grey,154000,2008,gasoline,gasoline,3.6,suv,8900.0,16
Subaru,Forester,automatic,white,225308,2008,gasoline,gasoline,2.5,suv,11000.0,5
Subaru,Libero,mechanical,green,178900,1992,gasoline,gasoline,1.2,minibus,2134.12,2
Subaru,Forester,automatic,red,176000,2012,gasoline,gasoline,2.0,suv,11300.0,7
Subaru,Outback,automatic,black,240000,2012,gasoline,gasoline,2.5,universal,15500.0,6
Subaru,Legacy,automatic,silver,325000,2003,gasoline,gasoline,2.0,sedan,4650.0,10
Subaru,Tribeca,automatic,white,140000,2007,gasoline,gasoline,3.6,suv,10700.0,11
Subaru,Legacy,automatic,blue,121000,2008,gasoline,gasoline,2.5,sedan,10300.0,28
Subaru,Outback,automatic,green,347000,2001,gasoline,gasoline,3.0,universal,3950.0,2
Subaru,Justy,mechanical,black,122000,2009,gasoline,gasoline,1.0,hatchback,6200.0,15
Subaru,Impreza,automatic,other,289682,2002,gasoline,gasoline,2.5,universal,3000.0,36
Subaru,Impreza,mechanical,white,98000,2012,gasoline,gasoline,2.5,sedan,14500.0,16
Subaru,XV,automatic,silver,93342,2012,gasoline,gasoline,2.0,suv,13800.0,2
Subaru,Outback,automatic,other,52000,2015,gasoline,gasoline,2.5,suv,35500.0,2
Subaru,Forester,automatic,silver,199500,2007,gasoline,gasoline,2.5,suv,7300.0,1
Subaru,Tribeca,automatic,grey,160934,2011,gas,gasoline,3.6,suv,14000.0,13
Subaru,Forester,mechanical,green,344400,1997,gasoline,gasoline,2.5,suv,3414.59,1
Subaru,Impreza,mechanical,blue,155000,2005,gasoline,gasoline,2.0,sedan,9800.0,1
Subaru,Impreza,mechanical,blue,97000,2005,gasoline,gasoline,2.0,sedan,8200.0,36
Subaru,Legacy,mechanical,grey,222089,2008,gasoline,gasoline,2.5,sedan,10100.0,6
Subaru,Impreza,mechanical,black,190000,2006,gasoline,gasoline,2.5,sedan,11500.0,2
Subaru,Outback,automatic,other,13000,2018,gasoline,gasoline,2.5,universal,27000.0,1
Subaru,Legacy,mechanical,red,280000,1990,gasoline,gasoline,2.0,sedan,1500.0,2
Subaru,Forester,automatic,black,150200,2008,gasoline,gasoline,2.5,suv,8999.0,10
Subaru,Forester,automatic,green,228527,1999,gasoline,gasoline,2.5,universal,4000.0,2
Subaru,Outback,automatic,silver,180000,2005,gasoline,gasoline,2.5,universal,6500.0,4
Subaru,Legacy,mechanical,black,350000,1993,gas,gasoline,2.0,sedan,1000.0,7
Subaru,Outback,mechanical,blue,449007,2001,gasoline,gasoline,2.5,universal,2500.0,17
Subaru,Outback,automatic,black,241402,2010,gasoline,gasoline,2.5,universal,13400.0,2
Subaru,Forester,mechanical,blue,453024,2001,gasoline,gasoline,2.5,universal,3000.0,58
Subaru,Outback,automatic,black,237000,2005,gasoline,gasoline,2.5,universal,7000.0,1
Subaru,Legacy,automatic,blue,390000,1997,gasoline,gasoline,2.5,universal,2300.0,7
Subaru,Forester,automatic,grey,305775,2007,gasoline,gasoline,2.5,universal,9600.0,1
Subaru,Forester,mechanical,red,518209,1999,gasoline,gasoline,2.5,universal,3500.0,1
Subaru,Impreza,automatic,silver,287000,2003,gasoline,gasoline,2.0,universal,3400.0,1
Subaru,Forester,mechanical,silver,325000,2006,gas,gasoline,2.0,suv,6800.0,1
Subaru,Forester,automatic,black,390000,2002,gasoline,gasoline,2.5,sedan,4900.0,1
Subaru,Outback,automatic,black,500000,2001,gasoline,gasoline,2.5,universal,3777.0,7
Subaru,Legacy,mechanical,green,250000,2004,gasoline,gasoline,2.0,sedan,4700.0,40
Subaru,Forester,automatic,blue,179000,2000,gasoline,gasoline,2.5,universal,3600.0,1
Subaru,Forester,mechanical,green,270000,2008,diesel,diesel,2.0,suv,10200.0,1
Subaru,XV,automatic,green,200000,2014,gasoline,gasoline,2.0,hatchback,19500.0,1
Subaru,Impreza,automatic,green,465000,1998,gas,gasoline,2.0,universal,3000.0,1
Subaru,Outback,automatic,black,298533,2008,gasoline,gasoline,2.5,universal,7900.0,4
Subaru,Legacy,automatic,silver,300000,1990,gasoline,gasoline,2.2,universal,1150.0,7
Subaru,Impreza,automatic,grey,138404,2007,gasoline,gasoline,2.5,sedan,6500.0,1
Subaru,Tribeca,automatic,silver,140000,2008,gasoline,gasoline,3.6,suv,10100.0,1
Subaru,Forester,mechanical,green,276807,1998,gasoline,gasoline,2.5,suv,2750.0,1
Subaru,Forester,automatic,white,176000,2011,gasoline,gasoline,2.0,universal,11100.0,1
Subaru,Legacy,mechanical,blue,140000,2000,gasoline,gasoline,2.0,sedan,3500.0,1
Subaru,Forester,automatic,blue,160000,2012,gasoline,gasoline,2.5,suv,12350.0,5
Subaru,Forester,automatic,blue,595457,2001,gas,gasoline,2.5,suv,2700.0,1
Subaru,Impreza,mechanical,silver,58270,2009,gasoline,gasoline,1.5,hatchback,6750.0,1
Subaru,Impreza,automatic,silver,222000,2008,gasoline,gasoline,2.0,hatchback,8700.0,1
Subaru,Impreza,mechanical,blue,172000,2006,gasoline,gasoline,2.0,sedan,11000.0,1
Subaru,Impreza,automatic,silver,274000,2006,gasoline,gasoline,2.0,sedan,11500.0,1
Subaru,Legacy,mechanical,blue,329916,1999,gasoline,gasoline,2.2,universal,2700.0,1
Subaru,Legacy,automatic,white,260000,1999,gasoline,gasoline,2.5,sedan,3400.0,4
Subaru,Outback,mechanical,black,234000,2009,diesel,diesel,2.0,universal,9950.0,1
Subaru,Legacy,automatic,other,280000,2004,gasoline,gasoline,3.0,sedan,8500.0,1
Subaru,Tribeca,automatic,blue,300947,2006,gasoline,gasoline,3.0,suv,5500.0,2
Subaru,Forester,mechanical,white,280000,1998,gasoline,gasoline,2.0,suv,4850.0,2
Subaru,Forester,automatic,blue,156000,2008,gasoline,gasoline,2.0,suv,9150.0,2
Subaru,Outback,mechanical,other,200000,2004,gasoline,gasoline,2.5,universal,7200.0,2
Subaru,Outback,automatic,silver,299000,2006,gasoline,gasoline,2.5,universal,7000.0,2
Subaru,Impreza,mechanical,blue,164000,2002,gasoline,gasoline,2.0,sedan,4742.47,2
Subaru,Forester,automatic,white,140013,2008,gasoline,gasoline,2.5,suv,11000.0,2
Subaru,Outback,automatic,blue,232000,2010,gasoline,gasoline,2.5,universal,14000.0,3
Subaru,Tribeca,automatic,grey,257495,2007,gasoline,gasoline,3.6,suv,9900.0,2
Subaru,Forester,automatic,silver,120000,2009,gasoline,gasoline,2.5,suv,12800.0,2
Subaru,Outback,automatic,green,304166,1998,gasoline,gasoline,2.5,universal,1850.0,9
Subaru,Forester,automatic,green,257500,2000,gasoline,gasoline,2.5,universal,3000.0,2
Subaru,Outback,automatic,other,145000,1999,gasoline,gasoline,2.0,universal,3700.0,3
Subaru,Forester,automatic,green,265000,2004,gas,gasoline,2.5,universal,6700.0,3
Subaru,Impreza,automatic,grey,142000,2010,gasoline,gasoline,2.0,hatchback,9777.0,46
Subaru,Outback,automatic,green,260000,2002,gasoline,gasoline,2.5,universal,4700.0,2
Subaru,Tribeca,automatic,grey,241402,2008,gasoline,gasoline,3.6,suv,10000.0,5
Subaru,Outback,automatic,black,289682,2004,gas,gasoline,2.5,universal,7113.72,5
Subaru,Legacy,mechanical,red,212997,2001,gas,gasoline,2.0,sedan,3800.0,16
Subaru,Forester,automatic,grey,79000,2015,gasoline,gasoline,2.0,suv,19600.0,3
Subaru,Legacy,automatic,silver,386243,2002,gasoline,gasoline,2.5,sedan,4300.0,40
Subaru,Tribeca,automatic,black,237000,2006,gasoline,gasoline,3.0,suv,8600.0,58
Subaru,Impreza,automatic,silver,215000,2005,gasoline,gasoline,2.0,sedan,3800.0,18
Subaru,Impreza,mechanical,blue,190000,2006,gasoline,gasoline,2.0,sedan,7100.0,62
Subaru,Forester,automatic,other,170000,2008,gasoline,gasoline,2.0,suv,9000.0,337
Subaru,Legacy,mechanical,black,150000,2004,gasoline,gasoline,3.0,sedan,9000.0,859
Subaru,Forester,automatic,violet,275471,2001,gasoline,gasoline,2.5,universal,4000.0,197
Subaru,Legacy,automatic,white,225308,2011,gasoline,gasoline,2.5,sedan,12300.0,4
Subaru,Outback,automatic,green,233355,2010,gasoline,gasoline,2.5,suv,13500.0,1
LADA,Vesta,automatic,grey,64400,2017,gasoline,gasoline,1.6,sedan,8200.0,1
LADA,Largus,mechanical,silver,78932,2014,gasoline,gasoline,1.6,universal,7066.3,1
LADA,Vesta,mechanical,brown,46000,2018,gasoline,gasoline,1.6,universal,10600.0,12
LADA,Largus,mechanical,black,30500,2017,gasoline,gasoline,1.6,universal,8900.0,3
LADA,Vesta,automatic,red,35460,2018,gasoline,gasoline,1.8,universal,11450.0,27
LADA,Vesta,mechanical,red,0,2019,gasoline,gasoline,1.6,universal,12804.7,31
LADA,XRAY,mechanical,orange,0,2019,gasoline,gasoline,1.8,suv,12928.0,32
LADA,Vesta,automatic,brown,55378,2018,gasoline,gasoline,1.8,universal,11300.0,25
LADA,Vesta,automatic,orange,7610,2018,gasoline,gasoline,1.8,universal,12900.0,15
LADA,Vesta,mechanical,blue,18000,2018,gasoline,gasoline,1.8,universal,12500.0,15
LADA,Vesta,mechanical,black,75000,2018,gasoline,gasoline,1.8,universal,11450.0,11
LADA,XRAY,mechanical,brown,40000,2018,gasoline,gasoline,1.6,hatchback,9900.0,7
LADA,4x4,mechanical,grey,15228,2017,gasoline,gasoline,1.7,suv,6615.76,8
LADA,XRAY,automatic,other,40000,2017,gasoline,gasoline,1.8,suv,9950.0,16
